-4.01152e-187,3.62785e-188,-4.01154e-187,
-1.1664e-186,1.05484e-187,-1.1664e-186,
1.99433e-186,-1.80358e-187,1.99433e-186,
1.42048e-186,-1.28462e-187,1.42049e-186,
7.25912e-187,-6.56484e-188,7.25915e-187,
2.14132e-186,-1.93651e-187,2.14132e-186,
1.9826e-186,-1.79298e-187,1.98261e-186,
-5.7423e-187,5.19309e-188,-5.74232e-187,
-2.20655e-186,1.99551e-187,-2.20656e-186,
2.22012e-186,-2.00778e-187,2.22012e-186,
-1.90745e-186,1.72502e-187,-1.90746e-186,
3.56855e-188,-3.22725e-189,3.56856e-188,
2.33348e-186,-2.1103e-187,2.33349e-186,
3.86947e-187,-3.49938e-188,3.86948e-187,
-6.30537e-187,5.70231e-188,-6.3054e-187,
2.13604e-186,-1.93174e-187,2.13604e-186,
-1.55393e-186,1.40531e-187,-1.55394e-186,
-9.01468e-188,8.15249e-189,-9.01471e-188,
2.38034e-186,-2.15267e-187,2.38034e-186,
1.13076e-188,-1.02261e-189,1.13076e-188,
-1.30792e-186,1.18283e-187,-1.30792e-186,
-1.46493e-186,1.32482e-187,-1.46494e-186,
-2.6245e-186,2.37349e-187,-2.62451e-186,
1.23816e-186,-1.11974e-187,1.23816e-186,
-1.07494e-186,9.7213e-188,-1.07494e-186,
-6.1335e-187,5.54688e-188,-6.13352e-187,
-1.69322e-187,1.53127e-188,-1.69322e-187,
-6.12214e-187,5.5366e-188,-6.12216e-187,
5.90631e-187,-5.34141e-188,5.90633e-187,
-9.79901e-187,8.86181e-188,-9.79904e-187,
1.92535e-186,-1.7412e-187,1.92536e-186,
1.18355e-186,-1.07035e-187,1.18355e-186,
-3.15562e-187,2.85381e-188,-3.15563e-187,
1.19847e-186,-1.08385e-187,1.19848e-186,
1.64212e-186,-1.48506e-187,1.64212e-186,
3.39701e-187,-3.07211e-188,3.39702e-187,
-5.51376e-187,4.98641e-188,-5.51378e-187,
2.79489e-186,-2.52758e-187,2.7949e-186,
-2.14931e-186,1.94374e-187,-2.14931e-186,
-2.27117e-186,2.05395e-187,-2.27118e-186,
1.72507e-186,-1.56008e-187,1.72508e-186,
3.84675e-187,-3.47883e-188,3.84676e-187,
-2.38285e-186,2.15495e-187,-2.38286e-186,
-2.74606e-186,2.48342e-187,-2.74607e-186,
3.08474e-186,-2.78971e-187,3.08475e-186,
1.08303e-186,-9.79444e-188,1.08303e-186,
-1.60344e-186,1.45008e-187,-1.60344e-186,
2.77354e-186,-2.50827e-187,2.77355e-186,
1.84573e-187,-1.6692e-188,1.84573e-187,
-4.89015e-187,4.42244e-188,-4.89016e-187,
-2.45616e-186,2.22124e-187,-2.45616e-186,
1.17995e-186,-1.0671e-187,1.17995e-186,
-4.87317e-187,4.40709e-188,-4.87319e-187,
-2.68535e-186,2.42852e-187,-2.68536e-186,
-2.01118e-186,1.81882e-187,-2.01118e-186,
3.18544e-187,-2.88078e-188,3.18545e-187,
-1.17434e-186,1.06202e-187,-1.17434e-186,
2.35786e-186,-2.13234e-187,2.35786e-186,
6.01015e-187,-5.43533e-188,6.01017e-187,
1.59337e-186,-1.44098e-187,1.59338e-186,
-2.64586e-186,2.3928e-187,-2.64587e-186,
-2.66834e-186,2.41313e-187,-2.66835e-186,
1.61794e-186,-1.46319e-187,1.61794e-186,
7.13817e-187,-6.45545e-188,7.13819e-187,
2.07783e-186,-1.8791e-187,2.07784e-186,
6.42968e-187,-5.81473e-188,6.42971e-187,
-1.95638e-186,1.76927e-187,-1.95639e-186,
1.6818e-186,-1.52095e-187,1.6818e-186,
4.6838e-187,-4.23583e-188,4.68382e-187,
-1.18114e-186,1.06817e-187,-1.18114e-186,
8.23598e-187,-7.44827e-188,8.236e-187,
1.26082e-186,-1.14023e-187,1.26083e-186,
-2.98008e-186,2.69506e-187,-2.98009e-186,
-2.88278e-186,2.60707e-187,-2.88279e-186,
2.97345e-186,-2.68906e-187,2.97346e-186,
-2.86501e-186,2.59099e-187,-2.86502e-186,
-2.71318e-186,2.45368e-187,-2.71319e-186,
-1.46493e-186,1.32482e-187,-1.46494e-186,
1.53235e-186,-1.38579e-187,1.53235e-186,
1.76324e-186,-1.5946e-187,1.76325e-186,
-4.01353e-187,3.62966e-188,-4.01354e-187,
3.1229e-186,-2.82422e-187,3.12291e-186,
1.94576e-186,-1.75966e-187,1.94576e-186,
-2.50018e-186,2.26106e-187,-2.50019e-186,
2.00074e-186,-1.80938e-187,2.00075e-186,
-1.22913e-186,1.11158e-187,-1.22914e-186,
-1.50707e-186,1.36293e-187,-1.50708e-186,
7.30069e-187,-6.60243e-188,7.30071e-187,
-2.08694e-186,1.88734e-187,-2.08695e-186,
-1.77197e-186,1.60249e-187,-1.77198e-186,
1.76683e-186,-1.59784e-187,1.76683e-186,
-2.76891e-186,2.50409e-187,-2.76892e-186,
-9.92758e-187,8.97808e-188,-9.92761e-187,
6.48822e-187,-5.86767e-188,6.48825e-187,
1.56654e-186,-1.41671e-187,1.56654e-186,
3.18791e-186,-2.88301e-187,3.18792e-186,
3.07699e-186,-2.7827e-187,3.077e-186,
5.33e-187,-4.82023e-188,5.33002e-187,
-1.87362e-186,1.69443e-187,-1.87363e-186,
1.6903e-186,-1.52863e-187,1.6903e-186,
1.12308e-186,-1.01567e-187,1.12309e-186,
2.8425e-186,-2.57064e-187,2.84251e-186,
2.42285e-186,-2.19112e-187,2.42286e-186,
2.95191e-186,-2.66958e-187,2.95192e-186,
-2.85178e-186,2.57902e-187,-2.85178e-186,
-7.7644e-189,7.02179e-190,-7.76442e-189,
2.2732e-186,-2.05579e-187,2.27321e-186,
2.83948e-186,-2.56791e-187,2.83949e-186,
-1.32455e-186,1.19786e-187,-1.32455e-186,
-4.80327e-187,4.34387e-188,-4.80329e-187,
-7.17651e-187,6.49013e-188,-7.17654e-187,
1.27424e-186,-1.15237e-187,1.27425e-186,
1.01576e-186,-9.18611e-188,1.01576e-186,
2.40622e-186,-2.17609e-187,2.40623e-186,
1.90816e-186,-1.72566e-187,1.90817e-186,
-2.49904e-186,2.26003e-187,-2.49905e-186,
-2.40684e-186,2.17664e-187,-2.40685e-186,
2.27944e-186,-2.06143e-187,2.27945e-186,
-7.86989e-187,7.11719e-188,-7.86992e-187,
-4.99045e-188,4.51315e-189,-4.99047e-188,
2.20765e-186,-1.9965e-187,2.20765e-186,
-1.65577e-186,1.49741e-187,-1.65578e-186,
-1.3049e-186,1.1801e-187,-1.3049e-186,
-1.3476e-186,1.21871e-187,-1.34761e-186,
-2.09413e-186,1.89385e-187,-2.09414e-186,
-6.01067e-187,5.4358e-188,-6.01069e-187,
-2.01496e-186,1.82224e-187,-2.01497e-186,
-1.57039e-187,1.42019e-188,-1.5704e-187,
2.65639e-186,-2.40233e-187,2.6564e-186,
-6.01816e-187,5.44257e-188,-6.01818e-187,
-1.43659e-186,1.29919e-187,-1.43659e-186,
2.60708e-186,-2.35773e-187,2.60708e-186,
-6.68521e-187,6.04582e-188,-6.68523e-187,
9.87988e-187,-8.93494e-188,9.87992e-187,
-6.05785e-187,5.47846e-188,-6.05787e-187,
-1.36518e-186,1.23461e-187,-1.36518e-186,
6.81139e-187,-6.15993e-188,6.81141e-187,
-6.35643e-187,5.74848e-188,-6.35645e-187,
-1.86115e-186,1.68315e-187,-1.86116e-186,
-1.2397e-186,1.12114e-187,-1.23971e-186,
2.99254e-186,-2.70632e-187,2.99255e-186,
2.88067e-186,-2.60516e-187,2.88068e-186,
-2.40745e-187,2.17719e-188,-2.40745e-187,
1.86658e-187,-1.68805e-188,1.86658e-187,
5.70429e-188,-5.15872e-189,5.70431e-188,
2.75861e-186,-2.49477e-187,2.75862e-186,
-1.73646e-186,1.57038e-187,-1.73646e-186,
-2.8634e-186,2.58954e-187,-2.86341e-186,
3.07302e-186,-2.77911e-187,3.07303e-186,
-7.16702e-187,6.48155e-188,-7.16705e-187,
-4.93559e-187,4.46353e-188,-4.9356e-187,
-1.64198e-186,1.48494e-187,-1.64199e-186,
2.83212e-186,-2.56125e-187,2.83213e-186,
3.0256e-186,-2.73623e-187,3.02561e-186,
1.26423e-186,-1.14332e-187,1.26424e-186,
-5.59502e-187,5.0599e-188,-5.59504e-187,
