-1.56782e-238,1.39795e-238,-7.76888e-239,4.82063e-239,-6.55351e-239,-7.43482e-239,
2.4838e-238,-2.21469e-238,1.23078e-238,-7.63703e-239,1.03823e-238,1.17785e-238,
2.40643e-238,-2.14571e-238,1.19244e-238,-7.39914e-239,1.00589e-238,1.14116e-238,
-9.75253e-239,8.6959e-239,-4.83259e-239,2.99865e-239,-4.07658e-239,-4.62479e-239,
1.03705e-238,-9.24689e-239,5.1388e-239,-3.18865e-239,4.33487e-239,4.91783e-239,
-1.11373e-238,9.93066e-239,-5.51879e-239,3.42444e-239,-4.65542e-239,-5.28148e-239,
-5.64328e-239,5.03186e-239,-2.79637e-239,1.73516e-239,-2.3589e-239,-2.67613e-239,
-3.16529e-238,2.82234e-238,-1.56847e-238,9.73242e-239,-1.32309e-238,-1.50102e-238,
1.57792e-238,-1.40696e-238,7.81893e-239,-4.85168e-239,6.59572e-239,7.48272e-239,
3.08603e-238,-2.75168e-238,1.5292e-238,-9.48874e-239,1.28997e-238,1.46344e-238,
2.72179e-239,-2.4269e-239,1.34871e-239,-8.3688e-240,1.13771e-239,1.29071e-239,
4.01022e-239,-3.57573e-239,1.98715e-239,-1.23304e-239,1.67628e-239,1.9017e-239,
1.02902e-238,-9.17532e-239,5.09902e-239,-3.16397e-239,4.30132e-239,4.87976e-239,
2.77861e-238,-2.47756e-238,1.37686e-238,-8.54349e-239,1.16146e-238,1.31766e-238,
-3.57802e-238,3.19036e-238,-1.77299e-238,1.10015e-238,-1.49562e-238,-1.69675e-238,
-9.90546e-239,8.83226e-239,-4.90837e-239,3.04567e-239,-4.1405e-239,-4.69731e-239,
-2.29069e-238,2.0425e-238,-1.13509e-238,7.04326e-239,-9.57511e-239,-1.08628e-238,
-2.74951e-238,2.45161e-238,-1.36244e-238,8.45402e-239,-1.1493e-238,-1.30386e-238,
1.51593e-238,-1.35169e-238,7.51176e-239,-4.66108e-239,6.33661e-239,7.18875e-239,
1.43387e-238,-1.27852e-238,7.10516e-239,-4.40878e-239,5.99361e-239,6.79963e-239,
-7.94448e-239,7.08374e-239,-3.93667e-239,2.44272e-239,-3.32081e-239,-3.76739e-239,
-2.59591e-238,2.31466e-238,-1.28633e-238,7.98174e-239,-1.0851e-238,-1.23102e-238,
3.90566e-238,-3.4825e-238,1.93534e-238,-1.20089e-238,1.63257e-238,1.85212e-238,
5.71768e-239,-5.0982e-239,2.83324e-239,-1.75804e-239,2.39e-239,2.71141e-239,
-4.44116e-238,3.95998e-238,-2.20069e-238,1.36554e-238,-1.85641e-238,-2.10606e-238,
-4.39083e-239,3.91511e-239,-2.17575e-239,1.35006e-239,-1.83537e-239,-2.0822e-239,
9.30867e-239,-8.30013e-239,4.61265e-239,-2.86217e-239,3.89104e-239,4.41431e-239,
-1.90766e-238,1.70097e-238,-9.45286e-239,5.86554e-239,-7.97404e-239,-9.04638e-239,
1.76009e-238,-1.56939e-238,8.72164e-239,-5.41181e-239,7.35721e-239,8.3466e-239,
-3.75319e-239,3.34655e-239,-1.85979e-239,1.15401e-239,-1.56884e-239,-1.77981e-239,
2.55672e-238,-2.27971e-238,1.26691e-238,-7.86124e-239,1.06871e-238,1.21243e-238,
-1.56361e-238,1.3942e-238,-7.74803e-239,4.80769e-239,-6.53592e-239,-7.41486e-239,
1.14526e-238,-1.02118e-238,5.67502e-239,-3.52138e-239,4.78721e-239,5.43099e-239,
2.47549e-238,-2.20728e-238,1.22666e-238,-7.61147e-239,1.03476e-238,1.17391e-238,
-7.83446e-239,6.98564e-239,-3.88215e-239,2.40889e-239,-3.27482e-239,-3.71522e-239,
2.27863e-238,-2.03175e-238,1.12911e-238,-7.00619e-239,9.52471e-239,1.08056e-238,
-1.2171e-238,1.08523e-238,-6.03098e-239,3.74225e-239,-5.08748e-239,-5.77165e-239,
3.20293e-238,-2.85591e-238,1.58712e-238,-9.84816e-239,1.33883e-238,1.51887e-238,
6.61769e-239,-5.9007e-239,3.27921e-239,-2.03477e-239,2.76621e-239,3.13821e-239,
-1.41513e-239,1.26181e-239,-7.01227e-240,4.35115e-240,-5.91526e-240,-6.71074e-240,
9.39393e-239,-8.37615e-239,4.6549e-239,-2.88839e-239,3.92668e-239,4.45474e-239,
3.36619e-238,-3.00149e-238,1.66802e-238,-1.03502e-238,1.40708e-238,1.5963e-238,
1.03078e-238,-9.19104e-239,5.10776e-239,-3.16939e-239,4.30869e-239,4.88812e-239,
