2.0023e-165,3.10526e-165,-3.58963e-165,1.66483e-165,5.63948e-165,-4.47297e-165,-2.60451e-166,-1.31341e-165,1.91869e-165,-5.47803e-165,6.13803e-166,1.80617e-166,-6.81637e-165,-1.12774e-165,5.05649e-165,-4.33888e-165,1.43848e-165,-1.12771e-165,9.53694e-164,-9.11337e-166,4.02609e-166,1.91867e-165,2.00235e-165,1.77726e-166,1.80601e-166,2.4892e-165,1.87898e-165,3.36756e-165,-2.52558e-165,9.37286e-166,2.64438e-165,-3.39378e-165,9.53694e-164,3.70515e-165,1.28382e-165,
5.00788e-165,7.76644e-165,-8.97788e-165,4.16384e-165,1.41047e-164,-1.11872e-164,-6.51403e-166,-3.28491e-165,4.79876e-165,-1.37009e-164,1.53516e-165,4.51733e-166,-1.70481e-164,-2.82055e-165,1.26466e-164,-1.08518e-164,3.59772e-165,-2.82047e-165,2.38524e-163,-2.27931e-165,1.00695e-165,4.79872e-165,5.008e-165,4.44502e-166,4.51694e-166,6.22565e-165,4.69944e-165,8.42246e-165,-6.31663e-165,2.34421e-165,6.61375e-165,-8.48803e-165,2.38524e-163,9.26678e-165,3.2109e-165,
-4.74196e-165,-7.35405e-165,8.50116e-165,-3.94274e-165,-1.33557e-164,1.05931e-164,6.16814e-166,3.11049e-165,-4.54395e-165,1.29734e-164,-1.45364e-165,-4.27747e-166,1.61429e-164,2.67078e-165,-1.19751e-164,1.02756e-164,-3.40668e-165,2.6707e-165,0.697278,-0.933209,-9.53481e-166,-4.54391e-165,-4.74208e-165,1.54808,-4.2771e-166,0.0144813,-4.4499e-165,-0.694054,-0.598186,-0.200285,-6.26257e-165,8.03732e-165,0.938811,-8.77473e-165,1.72205,
1.04754e-164,1.62457e-164,-1.87798e-164,8.70985e-165,2.95039e-164,-2.34011e-164,-1.3626e-165,-6.87133e-165,1.0038e-164,-2.86593e-164,3.21122e-165,9.44929e-166,-3.56611e-164,-5.89998e-165,2.64539e-164,-2.26996e-164,7.52566e-165,-5.89982e-165,0.606908,1.01344,2.10632e-165,1.00379e-164,1.04757e-164,-0.268508,9.44848e-166,-1.50651,9.83022e-165,-1.07307,0.322029,0.504942,1.38346e-164,-1.77551e-164,-0.978365,1.93841e-164,0.126911,
-7.29735e-165,-1.13171e-164,1.30823e-164,-6.06744e-165,-2.05529e-164,1.63016e-164,9.49208e-166,4.78669e-165,-6.99263e-165,1.99646e-164,-2.23699e-165,-6.58254e-166,2.48421e-164,4.11003e-165,-1.84283e-164,1.5813e-164,-5.2425e-165,-1.59304,0.00663068,-1.38024,-1.53865,0.104843,-1.36675,1.10764,0.0144772,1.25016,-0.366843,0.567942,-1.27449,0.223889,0.387965,-0.0990547,1.18121,0.0636428,1.46434,
7.28674e-167,1.13006e-166,-1.30633e-166,6.05862e-167,2.05231e-166,-1.62779e-166,-9.47828e-168,-4.77973e-167,6.98246e-167,-1.99356e-166,2.23374e-167,6.57298e-168,-2.4806e-166,-4.10406e-167,1.84015e-166,-1.579e-166,5.23488e-167,1.26081,1.5454,-0.114097,-1.24292,-0.523767,0.55358,-0.843019,-1.50653,1.62509,-0.316331,-1.47013,-0.282511,0.351025,1.14969,-0.014789,-1.01883,0.860014,-1.17485,
-9.02865e-165,-1.4002e-164,1.61861e-164,-7.50694e-165,-2.54291e-164,2.01692e-164,1.17441e-165,5.92233e-165,-8.65163e-165,2.47012e-164,-2.76772e-165,-8.14425e-166,3.07359e-164,5.08514e-165,-2.28004e-164,1.95646e-164,-6.48629e-165,0.735412,1.19849,-1.13817,0.498132,-0.820501,0.488895,-0.982292,1.25013,1.42069,-1.57283,1.59506,0.40604,-0.105965,-0.177928,0.614543,0.273573,-0.0937185,-0.841122,
-8.57221e-165,-1.32942e-164,1.53679e-164,-7.12743e-165,-2.41436e-164,1.91496e-164,1.11504e-165,5.62294e-165,-8.21426e-165,2.34524e-164,-2.6278e-165,-7.73253e-166,2.91821e-164,4.82806e-165,-2.16477e-164,1.85755e-164,-6.15838e-165,1.5949,1.28331,-0.545374,-1.44188,-0.427945,1.73005,0.117544,1.62511,0.473413,-1.57325,0.110079,-1.57032,-0.509178,0.896403,-1.02128,-1.72016,-0.867686,0.923719,
1.2945e-164,2.00757e-164,-2.32072e-164,1.07632e-164,3.64596e-164,-2.89181e-164,-1.68383e-165,-8.49128e-165,1.24045e-164,-3.54159e-164,3.96828e-165,1.1677e-165,-4.40684e-164,-7.29093e-165,3.26906e-164,-2.80512e-164,9.29987e-165,-1.17275,0.933289,-0.527023,1.05359,1.59672,0.669614,-0.348716,1.42072,-0.825868,1.49416,1.1226,0.239179,-0.116763,1.2986,-0.445486,1.42548,1.6481,-0.958255,
1.14975e-164,1.78309e-164,-2.06122e-164,9.55971e-165,3.23828e-164,-2.56845e-164,-1.49555e-165,-7.5418e-165,1.10174e-164,-3.14557e-164,3.52455e-165,1.03713e-165,-3.91407e-164,-6.47567e-165,2.90352e-164,-2.49145e-164,8.25997e-165,-0.939827,-0.847572,-0.938291,-0.36963,0.214786,0.813468,0.537591,0.473376,-1.52956,-0.85054,-1.10154,-0.29623,0.49933,-0.690734,-0.639224,0.594092,-0.441254,0.41636,
