1.73267e-242,4.8624e-242,-1.7835e-242,7.77918e-243,-2.37136e-242,-6.24177e-242,-1.71348e-242,4.27636e-242,-7.98372e-242,2.53575e-242,4.86206e-242,4.14243e-242,-7.26181e-242,-4.20333e-242,1.7325e-242,-8.04437e-243,-8.04587e-243,1.11893e-240,-1.78358e-242,-5.78459e-242,1.73262e-242,-5.91061e-242,1.73265e-242,3.47148e-242,-5.0068e-242,-4.42942e-242,-6.32217e-242,-1.03026e-242,-5.37914e-242,4.86208e-242,6.73537e-242,-1.93674e-242,1.93842e-242,7.77888e-243,6.35734e-243,-1.78357e-242,-1.70046e-242,-4.56154e-242,-1.03042e-242,4.86207e-242,2.68813e-242,3.47145e-242,-8.04585e-243,-5.00683e-242,-1.11447e-242,-9.56156e-243,1.37543e-242,-4.20332e-242,1.54453e-242,4.39406e-242,-6.84803e-242,4.14249e-242,-8.04606e-243,-6.24173e-242,-4.20343e-242,-6.22533e-242,-8.35147e-242,-2.0309e-242,-8.0474e-243,-8.92215e-243,-7.18577e-242,1.11893e-240,-4.26841e-242,1.11893e-240,-1.11453e-242,-1.70044e-242,-2.37135e-242,
7.56332e-243,2.1225e-242,-7.78521e-243,3.39571e-243,-1.03513e-242,-2.72461e-242,-7.47956e-243,1.86668e-242,-3.48499e-242,1.10689e-242,2.12235e-242,1.80822e-242,-3.16987e-242,-1.83481e-242,7.56257e-243,-3.51147e-243,-3.51212e-243,4.88425e-241,-7.78553e-243,-2.52504e-242,7.56309e-243,-2.58006e-242,7.56324e-243,1.51535e-242,-2.18553e-242,-1.9335e-242,-2.75971e-242,-4.49719e-243,-2.34806e-242,2.12236e-242,2.94008e-242,-8.4541e-243,8.46146e-243,3.39558e-243,2.77506e-243,-7.78553e-243,-7.42272e-243,-1.99117e-242,-4.49792e-243,2.12235e-242,1.1734e-242,1.51533e-242,-3.51211e-243,-2.18555e-242,-4.86481e-243,-4.17374e-243,6.00394e-243,-1.8348e-242,6.74207e-243,1.91806e-242,-2.98925e-242,1.80825e-242,-3.51221e-243,-2.72459e-242,-1.83485e-242,-2.71743e-242,-3.64552e-242,-8.86513e-243,-3.51279e-243,-3.89463e-243,-3.13668e-242,4.88425e-241,-1.86321e-242,4.88425e-241,-4.86507e-243,-7.42262e-243,-1.03513e-242,
-1.47348e-242,0.402851,-1.45458,-0.0867441,2.01662e-242,-0.239843,1.45716e-242,-0.0582986,1.41597,-1.70313,-4.13473e-242,-3.52275e-242,6.1755e-242,3.57454e-242,0.402835,6.841e-243,6.84227e-243,-1.26461,1.51677e-242,-0.0867329,1.70575,5.02643e-242,-1.26462,-2.95217e-242,4.25782e-242,3.76681e-242,5.37642e-242,8.76137e-243,4.57447e-242,-4.13475e-242,-5.72781e-242,1.64702e-242,-1.64845e-242,-6.61522e-243,-5.40633e-243,1.51677e-242,1.44608e-242,3.87917e-242,8.76278e-243,-4.13474e-242,-2.28601e-242,-2.95214e-242,-0.641778,-0.0867462,9.47755e-243,0.0336091,-1.16968e-242,3.57454e-242,-0.209438,1.53383,5.82362e-242,-0.709433,6.84243e-243,-0.631733,1.53393,1.40047,1.53385,1.72709e-242,6.84357e-243,-0.680725,6.11084e-242,-9.51543e-241,-1.05085,0.85338,9.47806e-243,1.44607e-242,1.21239,
3.72392e-242,0.594804,-0.62111,1.02305,-5.09663e-242,1.03492,-3.68268e-242,-1.27511,-0.698208,-1.61362,1.04497e-241,8.90307e-242,-1.56074e-241,-9.03396e-242,0.594815,-1.72893e-242,-1.72925e-242,0.530661,-3.83333e-242,1.02312,-1.31656,-1.27033e-241,0.530645,7.46104e-242,-1.07608e-241,-9.51988e-242,-1.35879e-241,-2.21426e-242,-1.15611e-241,1.04498e-241,1.44759e-241,-4.16251e-242,4.16613e-242,1.67187e-242,1.36635e-242,-3.83333e-242,-3.6547e-242,-9.80384e-242,-2.21462e-242,1.04497e-241,5.77744e-242,7.46097e-242,-1.34778,1.02312,-2.39527e-242,0.253067,2.95613e-242,-9.03394e-242,0.069285,-0.56177,-1.47181e-241,-1.37594,-1.72929e-242,0.94951,-0.561837,0.499891,-0.561841,-4.36489e-242,-1.72958e-242,1.12307,-1.54439e-241,2.40484e-240,-0.823062,0.635382,-2.39539e-242,-3.65465e-242,-1.4992,
-0.66284,0.94334,1.58097,-1.3536,-0.641753,1.38479,-1.26463,1.57066,-1.23838,0.806892,-1.26458,-0.999183,-0.817029,1.70582,0.943333,-0.363666,0.720329,-0.748251,1.03196,-1.35367,1.27436,-1.55423,-0.74826,1.53397,7.03834e-242,6.22668e-242,8.88742e-242,1.44829e-242,7.56176e-242,-6.83489e-242,-9.46829e-242,2.72258e-242,-2.72495e-242,-1.09352e-242,-8.93687e-243,2.50727e-242,2.39043e-242,6.4124e-242,1.44852e-242,-6.83487e-242,-3.77886e-242,-4.88e-242,-0.543165,-1.35368,1.41587,1.64335,-0.209437,-0.106101,1.25497,0.536573,0.402839,0.0731635,-0.939359,-0.097569,0.536549,-1.07816,0.536596,-0.817045,0.402838,-0.0871571,1.7057,-1.64707,-1.32049,-1.59471,-0.194392,0.187564,-1.46149,
-0.363143,1.17256,-0.357405,1.09173,-1.34783,0.810415,0.530649,-1.55547,0.0370484,1.47907,0.530699,1.36557,0.912242,-1.31657,1.17254,-0.48102,-0.0472434,-0.0380747,1.57751,1.09183,-1.64934,0.902361,-0.038071,-0.561731,-2.24627e-242,-1.98723e-242,-2.8364e-242,-4.62217e-243,-2.41332e-242,2.18134e-242,3.02178e-242,-8.68904e-243,8.6966e-243,3.48994e-243,2.85218e-243,-8.00189e-243,-7.629e-243,-2.0465e-242,-4.62291e-243,2.18133e-242,1.20601e-242,1.55744e-242,0.665362,1.09182,-0.698357,0.00635759,0.0692732,1.18741,0.212861,-1.50225,0.594825,0.173218,-0.525126,-1.658,-1.50216,0.477328,-1.50215,0.912216,0.594813,-0.420786,-1.31655,1.72796,-0.96821,0.93266,-1.48645,-0.603529,1.02463,
1.01829,0.251185,0.110625,1.22347,-0.543173,-0.732036,-0.748261,1.40392,-1.66461,0.275679,-0.748295,1.12744,0.678875,1.27434,0.251201,0.918149,-1.66386,-1.23351,-1.43159,1.22342,0.543513,1.37771,-1.23349,0.536768,-3.04659e-242,-2.69526e-242,-3.84698e-242,-6.269e-243,-3.27316e-242,2.95853e-242,4.09841e-242,-1.17849e-242,1.17951e-242,4.73337e-243,3.86838e-243,-1.08529e-242,-1.03471e-242,-2.77565e-242,-6.27001e-243,2.95852e-242,1.6357e-242,2.11234e-242,-0.82018,1.22342,-1.23843,0.770236,1.25494,-0.48619,-0.607193,0.230817,0.943329,0.909849,-0.547642,-0.3042,0.23084,0.593672,0.230936,0.6789,0.943321,-1.12649,1.27427,-1.54137,1.43378,0.641455,0.152784,1.54057,0.381387,
-1.06587,1.68645,1.07284,-0.0923459,0.665353,-0.249022,-0.0380736,1.14296,-0.8987,0.220328,-0.0379736,-0.867551,0.544498,-1.64935,1.68647,-1.67466,1.74337,-1.22235,0.259438,-0.0923151,-1.69146,-1.58524,-1.22236,-1.50205,4.02858e-242,3.564e-242,5.08695e-242,8.28965e-243,4.32817e-242,-3.91213e-242,-5.41942e-242,1.55834e-242,-1.5597e-242,-6.25905e-243,-5.11525e-243,1.4351e-242,1.36823e-242,3.67031e-242,8.29098e-243,-3.91212e-242,-2.16293e-242,-2.7932e-242,1.24417,-0.0923202,0.0369547,-1.17901,0.212842,0.280579,1.17122,1.31535,1.17256,-0.259075,0.207613,0.79417,1.31539,-1.54924,1.31544,0.544511,1.17256,-0.607576,-1.64937,-1.46083,-0.877321,0.473321,0.772377,0.410705,-1.06839,
0.77114,-1.28416,-1.25733,-0.951301,-0.820218,1.25121,-1.23351,-0.555896,-1.59393,-0.878636,-1.23357,-0.870276,1.68269,0.543464,-1.28416,-0.59977,-1.52468,-0.401183,1.39815,-0.951403,-1.01953,-0.867764,-0.401172,0.231039,-6.39399e-242,-5.65663e-242,-8.07379e-242,-1.3157e-242,-6.86949e-242,6.20916e-242,8.60148e-242,-2.47333e-242,2.47548e-242,9.93409e-243,8.11871e-243,-2.27773e-242,-2.17159e-242,-5.82536e-242,-1.31591e-242,6.20915e-242,3.43291e-242,4.43324e-242,-1.2438,-0.951388,-1.66443,0.0346748,-0.607188,-1.6292,-0.798905,1.5509,0.251201,-0.0684756,1.70838,1.67975,1.55083,1.55632,1.55082,1.6827,0.251203,-0.0940309,0.543579,0.135708,-1.44498,-0.781199,1.26225,1.03368,-1.23698,
1.53786,-0.661301,0.419572,-0.890302,1.24417,0.430848,-1.22234,1.70755,-0.13712,-1.28142,-1.22241,-0.601254,-0.384529,-1.69143,-0.661281,-0.975937,-1.08952,1.56424,0.795812,-0.890285,-0.819809,-0.240285,1.56423,1.3152,-6.60431e-242,-5.8427e-242,-8.33937e-242,-1.35898e-242,-7.09546e-242,6.41341e-242,8.88441e-242,-2.55469e-242,2.55691e-242,1.02609e-242,8.38577e-243,-2.35266e-242,-2.24302e-242,-6.01698e-242,-1.35919e-242,6.41339e-242,3.54583e-242,4.57907e-242,0.355574,-0.890267,-0.898676,-1.43592,1.17121,-0.376887,-0.313618,-1.75295,1.68646,1.1307,1.02047,-1.53314,-1.75292,-0.633375,-1.75297,-0.384566,1.68646,-1.43316,-1.69136,1.14227,-0.501356,0.217391,-0.668562,-1.37101,-0.630286,
