4.35354e-171,1.1493e-171,3.40377e-171,-1.11529e-171,2.2561e-171,-4.21503e-171,-4.2153e-171,-1.11526e-171,-1.39739e-169,-2.35657e-171,1.10416e-171,-1.39739e-169,-1.1643e-171,
-9.19896e-171,-2.42844e-171,-7.19209e-171,2.35658e-171,-4.76711e-171,8.90629e-171,8.90685e-171,2.35652e-171,2.95267e-169,4.97939e-171,-2.33306e-171,2.95267e-169,2.46014e-171,
0.1372,-0.549128,6.64958e-171,-2.17882e-171,1.39144,-8.23447e-171,-8.23499e-171,-0.421867,-0.701537,-0.103556,2.15707e-171,-0.665153,1.39147,
-0.511464,1.1603,-6.66047e-171,2.18239e-171,-1.10029,8.24796e-171,8.24848e-171,-1.30409,-0.919722,0.0653901,-2.16061e-171,-1.18737,-1.10028,
0.256139,-1.07277,0.6093,0.350713,-1.56987,8.13567e-171,8.13618e-171,-0.851463,-0.184611,-0.924209,0.60931,0.438799,-1.56982,
1.47339,1.07453,-0.202864,0.281913,1.06921,-1.27854e-170,-1.27862e-170,-1.51048,1.11032,-0.706232,-0.20286,-0.302703,1.06919,
-0.313303,1.0599,-1.47903,0.294254,0.206796,1.14305e-170,1.14313e-170,0.225791,1.6336,0.36328,-1.47904,-1.19499,0.20682,
-0.688905,-1.66567,-1.27073,-0.989997,-0.457829,4.05565e-171,4.0559e-171,-1.05464,-0.395819,-0.600427,-1.27073,-1.65299,-0.457868,
-1.38711,1.48915,-0.136765,-0.219124,0.786242,-5.30634e-171,-5.30668e-171,0.685376,-1.6076,-0.608174,-0.136764,0.388779,0.786271,
1.38737,0.528364,-0.449843,0.805058,1.42227,8.04521e-171,8.04572e-171,-0.960282,-0.559661,-1.65656,-0.449833,-0.349798,1.42228,
0.106223,-0.691303,-1.15765,0.174578,-0.927405,8.92485e-171,8.92542e-171,-0.311122,-0.87675,0.973171,-1.15765,-0.535149,-0.927405,
-0.214006,1.04812,-1.4536,1.34624,-1.14747,1.23999e-170,1.24007e-170,0.0740231,1.17475,0.605664,-1.45361,-1.54543,-1.1475,
-0.516755,1.16272,-0.500182,-0.484454,0.411767,7.14293e-171,7.14338e-171,0.699943,-0.435469,1.20813,-0.500179,-0.012722,0.411709,
1.23734,1.61544,-0.922035,-0.376795,-1.30389,3.05322e-171,3.05341e-171,0.481555,0.32877,-0.961882,-0.922034,-0.345726,-1.30383,
0.50244,0.93057,0.620845,0.620658,0.460738,-4.67142e-171,-4.67172e-171,1.46959,0.69998,0.0527639,0.620861,0.521188,0.460797,
1.52897,0.397769,-1.78749,1.23536,0.907834,1.28215e-170,1.28223e-170,0.878162,1.03948,0.208128,-1.78749,-0.322021,0.907791,
-1.63082,-0.608586,-1.77025,-0.722197,0.749303,2.34318e-171,2.34333e-171,1.21468,0.430184,0.445102,-1.77025,1.40408,0.749322,
-0.519018,1.67037,-0.944,-0.253686,-0.474294,4.95228e-171,4.95259e-171,-0.240971,-1.08156,-0.243958,-0.943989,0.626549,-0.474275,
-0.67131,0.305267,-0.643218,-1.62606,1.01728,-9.413e-171,-9.4136e-171,0.438392,0.642351,0.581361,-0.643215,-0.815313,1.0173,
1.17658,0.645176,-0.294086,-0.0698232,-1.02852,1.48211e-171,1.4822e-171,1.72975,-1.16004,0.145407,-0.294081,-1.47463,-1.02852,
-0.688473,-1.22631,-1.14977,1.53472,1.50206,-4.14557e-171,-4.14583e-171,-1.21476,0.622859,-1.34785,-1.14978,1.08173,1.50205,
0.375728,0.193087,1.05543,1.47536,-1.12055,-5.375e-171,-5.37534e-171,-1.6013,-1.10995,-0.162031,1.05543,-1.12043,-1.12056,
0.102231,-0.540079,0.0505412,-0.679265,0.748459,9.05491e-171,9.05548e-171,-0.867102,-0.669603,1.26437,0.0505087,-0.0164823,0.748522,
1.19924,-0.700247,-1.51361,-0.147208,-1.48152,-1.85555e-171,-1.85566e-171,-0.0129455,-0.756619,-1.53155,-1.51362,-0.696481,-1.48151,
0.0404962,1.17966,-0.903534,0.326776,-0.837693,-8.6335e-171,-8.63405e-171,-1.29434,-1.66098,0.047986,-0.903533,-0.8528,-0.837633,
0.613068,-0.241738,-0.739165,-0.575686,1.38459,-2.95089e-171,-2.95108e-171,0.693086,-1.31943,0.205899,-0.739171,1.08465,1.38453,
